BindingEnergy_eV,Intensity
625.20,2850.0
625.60,2675.0
626.00,2787.5
626.40,3262.5
626.80,2987.5
627.20,2700.0
627.60,2987.5
628.00,2850.0
628.40,2800.0
628.80,2975.0
629.20,2687.5
629.60,3075.0
630.00,2800.0
630.40,3262.5
630.80,2737.5
631.20,2925.0
631.60,2925.0
632.00,2912.5
632.40,2837.5
632.80,3037.5
633.20,2775.0
633.60,2487.5
634.00,3287.5
634.40,2850.0
634.80,3150.0
635.20,2500.0
635.60,2950.0
636.00,2575.0
636.40,2762.5
636.80,2625.0
637.20,2787.5
637.60,2737.5
638.00,2425.0
638.40,2700.0
638.80,2762.5
639.20,2862.5
639.60,3162.5
640.00,3012.5
640.40,2937.5
640.80,2887.5
641.20,2612.5
641.60,2762.5
642.00,2675.0
642.40,2862.5
642.80,2525.0
643.20,2812.5
643.60,2237.5
644.00,2725.0
644.40,2612.5
644.80,2850.0
645.20,3212.5
645.60,2825.0
646.00,3012.5
646.40,2925.0
646.80,2937.5
647.20,2950.0
647.60,2937.5
648.00,2762.5
648.40,2775.0
648.80,2900.0
649.20,2712.5
649.60,2900.0
650.00,2862.5
650.40,2887.5
650.80,3000.0
651.20,2750.0
651.60,3087.5
652.00,2575.0
652.40,2750.0
652.80,2962.5
653.20,2700.0
653.60,3062.5
654.00,2862.5
654.40,2975.0
654.80,2612.5
655.20,2687.5
655.60,2287.5
656.00,2612.5
656.40,2650.0
656.80,3150.0
657.20,2712.5
657.60,2800.0
658.00,2787.5
658.40,2837.5
658.80,2600.0
659.20,2912.5
659.60,2687.5
660.00,2500.0
660.40,2750.0
660.80,2525.0
661.20,2462.5
661.60,2525.0
662.00,2812.5
662.40,2362.5
662.80,2925.0
663.20,2787.5
663.60,2637.5
664.00,3275.0
664.40,2875.0
664.80,3112.5
665.20,2775.0
665.60,2612.5
666.00,2800.0
666.40,2912.5
666.80,2462.5
667.20,2725.0
667.60,2350.0
668.00,2762.5
668.40,2812.5
668.80,2937.5
669.20,2712.5
669.60,2837.5
670.00,2925.0
670.40,2600.0
670.80,2825.0
671.20,2762.5
671.60,2575.0
672.00,2925.0
672.40,2900.0
672.80,2587.5
673.20,2550.0
673.60,2612.5
674.00,2762.5
674.40,2875.0
674.80,2675.0
675.20,2650.0
675.60,2400.0
676.00,2800.0
676.40,2787.5
676.80,3100.0
677.20,2750.0
677.60,2837.5
678.00,2587.5
678.40,2812.5
678.80,2687.5
679.20,2887.5
679.60,2637.5
680.00,2787.5
680.40,2725.0
680.80,2875.0
681.20,2812.5
681.60,3100.0
682.00,2762.5
682.40,2787.5
682.80,2687.5
683.20,2700.0
683.60,2712.5
684.00,2737.5
684.40,2687.5
684.80,2775.0
685.20,2687.5
685.60,2762.5
686.00,2675.0
686.40,2550.0
686.80,2812.5
687.20,2837.5
687.60,2700.0
688.00,2187.5
688.40,2862.5
688.80,2562.5
689.20,2962.5
689.60,2925.0
690.00,2675.0
690.40,2850.0
690.80,2525.0
691.20,2875.0
691.60,2812.5
692.00,2937.5
692.40,2787.5
692.80,2937.5
693.20,2900.0
693.60,3150.0
694.00,3062.5
694.40,2925.0
694.80,3075.0
695.20,2937.5
695.60,3062.5
696.00,3212.5
696.40,3400.0
696.80,3000.0
697.20,3450.0
697.60,3137.5
698.00,3300.0
698.40,3625.0
698.80,3362.5
699.20,3562.5
699.60,3912.5
700.00,3787.5
700.40,4112.5
700.80,3562.5
701.20,3687.5
701.60,4075.0
702.00,4112.5
702.40,4425.0
702.80,4475.0
703.20,4725.0
703.60,4962.5
704.00,5275.0
704.40,6075.0
704.80,6012.5
705.20,7137.5
705.60,8600.0
706.00,9412.5
706.40,11675.0
706.80,14287.5
707.20,17337.5
707.60,21225.0
708.00,25087.5
708.40,28700.0
708.80,32337.5
709.20,32975.0
709.60,31787.5
710.00,29275.0
710.40,25575.0
710.80,20575.0
711.20,16662.5
711.60,13650.0
712.00,11787.5
712.40,10700.0
712.80,10575.0
713.20,11525.0
713.60,13650.0
714.00,15837.5
714.40,17500.0
714.80,21812.5
715.20,24962.5
715.60,27937.5
716.00,29550.0
716.40,29725.0
716.80,27112.5
717.20,26400.0
717.60,21150.0
718.00,18125.0
718.40,14462.5
718.80,11575.0
719.20,9662.5
719.60,8137.5
720.00,7100.0
720.40,7075.0
720.80,5762.5
721.20,6112.5
721.60,5587.5
722.00,6000.0
722.40,5562.5
722.80,5875.0
723.20,5450.0
723.60,6300.0
724.00,6375.0
724.40,6437.5
724.80,6550.0
725.20,7112.5
725.60,6925.0
726.00,6662.5
726.40,7037.5
726.80,7375.0
727.20,7562.5
727.60,7337.5
728.00,7687.5
728.40,7925.0
728.80,8137.5
729.20,8700.0
729.60,8762.5
730.00,9325.0
730.40,9925.0
730.80,8862.5
731.20,10687.5
731.60,10750.0
732.00,11512.5
732.40,11037.5
732.80,11775.0
733.20,11350.0
733.60,11312.5
734.00,11637.5
734.40,10962.5
734.80,11412.5
735.20,11637.5
735.60,11875.0
736.00,12637.5
736.40,12375.0
736.80,12187.5
737.20,12837.5
737.60,12450.0
738.00,11875.0
738.40,12512.5
738.80,12737.5
739.20,12800.0
739.60,12775.0
740.00,13275.0
740.40,12875.0
740.80,13250.0
741.20,12825.0
741.60,13250.0
742.00,13225.0
742.40,13325.0
742.80,13562.5
743.20,13312.5
743.60,13862.5
744.00,13200.0
744.40,14300.0
744.80,13325.0
745.20,13662.5
745.60,13050.0
746.00,12750.0
746.40,12362.5
746.80,12912.5
747.20,12100.0
747.60,12875.0
748.00,11437.5
748.40,12200.0
748.80,12275.0
749.20,11712.5
749.60,11437.5
750.00,11812.5
750.40,11500.0
750.80,12312.5
751.20,10937.5
751.60,11962.5
752.00,11150.0
752.40,11725.0
752.80,11550.0
753.20,11975.0
753.60,11112.5
754.00,12300.0
754.40,11775.0
754.80,11412.5
755.20,11775.0
755.60,11312.5
756.00,11800.0
756.40,11212.5
756.80,11250.0
757.20,11662.5
757.60,11425.0
758.00,10662.5
758.40,11612.5
758.80,10387.5
759.20,11450.0
759.60,10400.0
760.00,11350.0
760.40,11537.5
760.80,11662.5
761.20,10875.0
761.60,11387.5
762.00,11487.5
762.40,10637.5
762.80,11425.0
763.20,11287.5
763.60,12200.0
764.00,11300.0
764.40,12550.0
764.80,10925.0
765.20,11987.5
765.60,11337.5
766.00,11562.5
766.40,11525.0
766.80,11962.5
767.20,11100.0
767.60,11425.0
768.00,12262.5
768.40,11950.0
768.80,11425.0
769.20,11387.5
769.60,11900.0
770.00,11675.0
770.40,11950.0
770.80,11475.0
771.20,12225.0
771.60,11287.5
772.00,12325.0
772.40,12012.5
772.80,11912.5
773.20,12100.0
773.60,11925.0
774.00,11612.5
774.40,11825.0
774.80,11012.5
775.20,11750.0
775.60,11612.5
776.00,11750.0
776.40,11875.0
776.80,12212.5
777.20,11387.5
777.60,11662.5
778.00,11637.5
778.40,11112.5
778.80,11612.5
779.20,11012.5
779.60,11887.5
780.00,11075.0
780.40,11587.5
780.80,11812.5
781.20,11712.5
781.60,11875.0
782.00,11737.5
782.40,11087.5
782.80,11887.5
783.20,11450.0
783.60,11287.5
784.00,11912.5
784.40,11712.5
784.80,11400.0
785.20,11937.5
785.60,11025.0
786.00,11750.0
786.40,11537.5
786.80,11012.5
787.20,11800.0
787.60,11587.5
788.00,11312.5
788.40,11362.5
788.80,11512.5
789.20,11900.0
789.60,11587.5
790.00,11200.0
790.40,12175.0
790.80,11912.5
791.20,11787.5
791.60,11212.5
792.00,11725.0
792.40,11075.0
792.80,11562.5
793.20,11462.5
793.60,10762.5
794.00,11962.5
794.40,11825.0
794.80,11537.5
795.20,11937.5
795.60,11837.5
796.00,11787.5
796.40,10812.5
796.80,11550.0
797.20,11087.5
797.60,11512.5
798.00,11350.0
798.40,11700.0
798.80,11550.0
799.20,11675.0
799.60,11462.5
800.00,11612.5
800.40,11575.0
800.80,11675.0
801.20,11462.5
801.60,12050.0
802.00,11100.0
802.40,10925.0
802.80,11712.5
803.20,10987.5
803.60,11762.5
804.00,11625.0
804.40,10800.0
804.80,11175.0
805.20,11462.5
805.60,11612.5
806.00,11362.5
806.40,11637.5
806.80,11900.0
807.20,11362.5
807.60,11962.5
808.00,11112.5
808.40,10987.5
808.80,11812.5
809.20,11525.0
809.60,11250.0
810.00,11400.0
810.40,11325.0
810.80,10975.0
811.20,11250.0
811.60,11137.5
812.00,11487.5
812.40,11412.5
812.80,11675.0
813.20,10962.5
813.60,11212.5
814.00,11500.0
814.40,11162.5
814.80,10975.0
815.20,11250.0
815.60,11237.5
816.00,11875.0
816.40,10900.0
816.80,11850.0
817.20,10925.0
817.60,11662.5
818.00,11087.5
818.40,12237.5
818.80,11237.5
819.20,11600.0
819.60,11837.5
820.00,11287.5
820.40,11887.5
820.80,11037.5
821.20,11912.5
821.60,11600.0
822.00,11525.0
822.40,11425.0
822.80,11212.5
823.20,10812.5
823.60,11575.0
824.00,10837.5
824.40,11662.5
824.80,11012.5
825.20,11437.5
825.60,11562.5
826.00,11487.5
826.40,11775.0
826.80,11500.0
827.20,11225.0
827.60,12050.0
828.00,11537.5
828.40,11400.0
828.80,11575.0
829.20,11525.0
829.60,10775.0
830.00,11700.0
830.40,11600.0
830.80,11575.0
831.20,11762.5
831.60,10887.5
832.00,11400.0
832.40,10275.0
832.80,11612.5
833.20,11300.0
833.60,10862.5
834.00,11687.5
834.40,11025.0
834.80,11125.0
835.20,11400.0
835.60,10900.0
836.00,11637.5
836.40,11137.5
836.80,10512.5
837.20,11362.5
837.60,12075.0
838.00,11375.0
838.40,12037.5
838.80,11400.0
839.20,11200.0
839.60,11487.5
840.00,11937.5
840.40,12025.0
840.80,11887.5
841.20,11325.0
841.60,11937.5
842.00,12212.5
842.40,11475.0
842.80,12287.5
843.20,12775.0
843.60,12025.0
844.00,12912.5
844.40,12625.0
844.80,12625.0
845.20,12937.5
845.60,12937.5
846.00,12800.0
846.40,12662.5
846.80,12687.5
847.20,13200.0
847.60,13937.5
848.00,13625.0
848.40,13487.5
848.80,14225.0
849.20,13650.0
849.60,14962.5
850.00,14425.0
850.40,15575.0
850.80,15025.0
851.20,16637.5
851.60,16325.0
852.00,16337.5
852.40,18025.0
852.80,17437.5
853.20,18700.0
853.60,20862.5
854.00,21562.5
854.40,22975.0
854.80,24175.0
855.20,25225.0
855.60,26700.0
856.00,25700.0
856.40,27412.5
856.80,25850.0
857.20,26762.5
857.60,24687.5
858.00,24075.0
858.40,24912.5
858.80,22687.5
859.20,23350.0
859.60,22212.5
860.00,23050.0
860.40,23075.0
860.80,23675.0
861.20,25000.0
861.60,25287.5
862.00,26075.0
862.40,26825.0
862.80,26700.0
863.20,27412.5
863.60,27050.0
864.00,27100.0
864.40,27212.5
864.80,26525.0
865.20,25387.5
865.60,24575.0
866.00,24287.5
866.40,22425.0
866.80,22612.5
867.20,20925.0
867.60,20012.5
868.00,20050.0
868.40,19787.5
868.80,21262.5
869.20,18600.0
869.60,19125.0
870.00,17687.5
870.40,18550.0
870.80,18587.5
871.20,18975.0
871.60,19100.0
872.00,19650.0
872.40,18062.5
872.80,19600.0
873.20,18325.0
873.60,18812.5
874.00,19212.5
874.40,19812.5
874.80,18562.5
875.20,19312.5
875.60,19600.0
876.00,19562.5
876.40,18900.0
876.80,19687.5
877.20,19112.5
877.60,20125.0
878.00,20025.0
878.40,19475.0
878.80,19912.5
879.20,21500.0
879.60,20825.0
880.00,22400.0
880.40,22375.0
880.80,22237.5
881.20,23162.5
881.60,22850.0
882.00,22750.0
882.40,23187.5
882.80,23712.5
883.20,24437.5
883.60,23025.0
884.00,22000.0
884.40,22737.5
884.80,22900.0
885.20,22137.5
885.60,21775.0
886.00,22162.5
886.40,22225.0
886.80,22400.0
887.20,22875.0
887.60,22075.0
888.00,22112.5
888.40,23125.0
888.80,22825.0
889.20,23637.5
889.60,22525.0
890.00,22525.0
890.40,22850.0
890.80,22900.0
891.20,22637.5
891.60,21950.0
892.00,23225.0
892.40,20712.5
892.80,22075.0
893.20,21462.5
893.60,21162.5
894.00,21550.0
894.40,21062.5
894.80,20562.5
895.20,20937.5
895.60,21187.5
896.00,21162.5
896.40,20975.0
896.80,20225.0
897.20,20575.0
897.60,20687.5
898.00,20937.5
898.40,20212.5
898.80,21225.0
899.20,20625.0
899.60,21175.0
900.00,21237.5
900.40,20375.0
900.80,21375.0
901.20,21037.5
901.60,20725.0
902.00,21337.5
902.40,21725.0
902.80,20962.5
903.20,20975.0
903.60,20537.5
904.00,20937.5
904.40,21387.5
904.80,21450.0
905.20,20975.0
905.60,20337.5
906.00,21075.0
906.40,21200.0
906.80,21400.0
907.20,20850.0
907.60,20675.0
908.00,21637.5
908.40,20937.5
908.80,21462.5
909.20,21212.5
909.60,21562.5
910.00,20750.0
910.40,21137.5
910.80,20937.5
911.20,21162.5
911.60,21412.5
912.00,20187.5
912.40,21275.0
912.80,20487.5
913.20,20275.0
913.60,21025.0
914.00,19100.0
914.40,20362.5
914.80,20637.5
915.20,19425.0
915.60,20987.5
916.00,20350.0
916.40,20025.0
916.80,20275.0
917.20,20725.0
917.60,21250.0
918.00,20400.0
918.40,19250.0
918.80,20375.0
919.20,19087.5
919.60,20075.0
920.00,20025.0
920.40,20175.0
920.80,19787.5
921.20,19537.5
921.60,20137.5
922.00,19087.5
922.40,19937.5
922.80,20175.0
923.20,20237.5
923.60,19737.5
924.00,19175.0
924.40,19512.5
924.80,19425.0
925.20,19312.5
925.60,19700.0
926.00,19675.0
926.40,18750.0
926.80,19562.5
927.20,19712.5
927.60,19487.5
928.00,19925.0
928.40,20912.5
928.80,19037.5
929.20,20225.0
929.60,19837.5
930.00,19937.5
930.40,19225.0
930.80,19425.0
931.20,19675.0
931.60,19112.5
932.00,19800.0
932.40,19575.0
932.80,19825.0
933.20,19650.0
933.60,19275.0
934.00,19150.0
934.40,19312.5
934.80,18412.5
935.20,19312.5
935.60,18787.5
936.00,19600.0
936.40,18200.0
936.80,19362.5
937.20,18850.0
937.60,18975.0
938.00,18300.0
938.40,19275.0
938.80,17662.5
939.20,18587.5
939.60,18812.5
940.00,19200.0
940.40,19237.5
940.80,18862.5
941.20,18775.0
941.60,19037.5
942.00,19100.0
942.40,18975.0
942.80,18812.5
943.20,18962.5
943.60,19000.0
944.00,18525.0
944.40,18875.0
944.80,18925.0
945.20,18012.5
945.60,18100.0
946.00,19650.0
946.40,18312.5
946.80,19300.0
947.20,18700.0
947.60,19275.0
948.00,18187.5
948.40,18762.5
948.80,18850.0
949.20,18075.0
949.60,19887.5
950.00,18275.0
950.40,19237.5
950.80,18162.5
951.20,18475.0
951.60,19325.0
952.00,18412.5
952.40,19012.5
952.80,18650.0
953.20,19012.5
953.60,19137.5
954.00,18162.5
954.40,18375.0
954.80,17700.0
955.20,18062.5
955.60,18000.0
956.00,17625.0
956.40,18250.0
956.80,17850.0
957.20,18337.5
957.60,19112.5
958.00,18337.5
958.40,18587.5
958.80,17925.0
959.20,18275.0
959.60,17875.0
960.00,18075.0
960.40,18325.0
960.80,17250.0
961.20,17900.0
961.60,17587.5
962.00,18112.5
962.40,17487.5
962.80,18050.0
963.20,17612.5
963.60,18400.0
964.00,17950.0
964.40,18112.5
964.80,17950.0
965.20,17787.5
965.60,18762.5
966.00,18175.0
966.40,18412.5
966.80,17725.0
967.20,18062.5
967.60,18137.5
968.00,17312.5
968.40,17850.0
968.80,17050.0
969.20,17987.5
969.60,18512.5
970.00,18662.5
970.40,17912.5
970.80,18250.0
971.20,18012.5
971.60,17987.5
972.00,17500.0
972.40,18187.5
972.80,17412.5
973.20,18025.0
973.60,17837.5
974.00,18750.0
974.40,18287.5
974.80,17625.0
975.20,18475.0
975.60,17925.0
976.00,18062.5
976.40,18012.5
976.80,17775.0
977.20,18675.0
977.60,17725.0
978.00,18550.0
978.40,17800.0
978.80,18512.5
979.20,18800.0
979.60,18025.0
980.00,18712.5
980.40,18250.0
980.80,18000.0
981.20,17237.5
981.60,17662.5
982.00,17450.0
982.40,18562.5
982.80,17837.5
983.20,17762.5
983.60,18037.5
984.00,17525.0
984.40,18250.0
984.80,18650.0
985.20,17962.5
985.60,18112.5
986.00,18700.0
986.40,17912.5
986.80,17937.5
987.20,17337.5
987.60,18025.0
988.00,18337.5
988.40,17587.5
988.80,17375.0
989.20,17375.0
989.60,17525.0
990.00,17375.0
990.40,17075.0
990.80,17275.0
991.20,17225.0
991.60,17737.5
992.00,17637.5
992.40,17762.5
992.80,17312.5
993.20,17612.5
993.60,17512.5
994.00,17937.5
994.40,17787.5
994.80,17975.0
995.20,18387.5
995.60,18512.5
996.00,18462.5
996.40,18475.0
996.80,18950.0
997.20,18262.5
997.60,18412.5
998.00,18025.0
998.40,17425.0
998.80,18625.0
999.20,16887.5
999.60,18150.0
1000.00,18150.0
1000.40,18587.5
1000.80,18087.5
1001.20,18512.5
1001.60,18062.5
1002.00,17512.5
1002.40,17487.5
1002.80,17737.5
1003.20,18100.0
1003.60,18550.0
1004.00,18562.5
1004.40,18225.0
1004.80,18800.0
1005.20,17612.5
1005.60,18425.0
1006.00,18700.0
1006.40,17887.5
1006.80,18300.0
1007.20,18237.5
1007.60,18000.0
1008.00,18412.5
1008.40,17887.5
1008.80,17700.0
1009.20,16900.0
1009.60,17387.5
1010.00,18587.5
1010.40,17587.5
1010.80,18037.5
1011.20,18162.5
1011.60,17200.0
1012.00,17775.0
1012.40,17237.5
1012.80,17575.0
1013.20,17525.0
1013.60,17287.5
1014.00,16725.0
1014.40,18250.0
1014.80,17487.5
1015.20,18700.0
1015.60,17862.5
1016.00,18650.0
1016.40,17725.0
1016.80,17162.5
1017.20,17012.5
1017.60,17775.0
1018.00,16612.5
1018.40,17612.5
1018.80,16462.5
1019.20,16862.5
1019.60,17175.0
1020.00,17525.0
1020.40,17225.0
1020.80,16962.5
1021.20,17687.5
1021.60,16862.5
1022.00,17637.5
1022.40,17875.0
1022.80,17937.5
1023.20,17012.5
1023.60,17450.0
1024.00,16675.0
1024.40,17300.0
1024.80,16387.5
1025.20,17762.5
1025.60,17525.0
1026.00,17425.0
1026.40,17362.5
1026.80,17187.5
1027.20,17150.0
1027.60,16475.0
1028.00,16950.0
1028.40,16650.0
1028.80,17350.0
1029.20,17112.5
1029.60,17100.0
1030.00,16337.5
1030.40,17387.5
1030.80,17425.0
1031.20,16912.5
1031.60,17050.0
1032.00,16587.5
1032.40,17412.5
1032.80,16412.5
1033.20,17550.0
1033.60,16412.5
1034.00,16887.5
1034.40,17400.0
1034.80,17400.0
1035.20,16837.5
1035.60,16512.5
1036.00,17187.5
1036.40,17112.5
1036.80,16575.0
1037.20,16300.0
1037.60,17025.0
1038.00,15975.0
1038.40,16162.5
1038.80,16837.5
1039.20,17000.0
1039.60,16925.0
1040.00,16600.0
1040.40,16375.0
1040.80,16537.5
1041.20,17075.0
1041.60,16625.0
1042.00,16675.0
1042.40,16337.5
1042.80,17012.5
1043.20,15937.5
1043.60,17337.5
1044.00,16200.0
1044.40,17237.5
1044.80,16187.5
1045.20,16075.0
1045.60,17025.0
1046.00,15812.5
1046.40,16925.0
1046.80,16225.0
1047.20,16387.5
1047.60,16000.0
1048.00,16575.0
1048.40,15775.0
1048.80,16487.5
1049.20,15712.5
1049.60,16450.0
1050.00,17112.5
1050.40,16862.5
1050.80,16337.5
1051.20,16375.0
1051.60,15675.0
1052.00,16900.0
1052.40,16750.0
1052.80,16887.5
1053.20,16462.5
1053.60,16250.0
1054.00,16275.0
1054.40,16700.0
1054.80,16050.0
1055.20,15725.0
1055.60,16412.5
1056.00,16075.0
1056.40,16400.0
1056.80,15537.5
1057.20,16987.5
1057.60,16500.0
1058.00,16037.5
1058.40,16800.0
1058.80,16400.0
1059.20,16050.0
1059.60,15537.5
1060.00,15337.5
1060.40,15937.5
1060.80,15900.0
1061.20,15712.5
1061.60,16575.0
1062.00,15837.5
1062.40,15325.0
1062.80,16187.5
1063.20,16087.5
1063.60,16175.0
1064.00,16187.5
1064.40,16850.0
1064.80,15525.0
1065.20,16237.5
1065.60,15475.0
1066.00,15987.5
1066.40,16037.5
1066.80,16375.0
1067.20,15737.5
1067.60,16112.5
1068.00,15300.0
1068.40,15737.5
1068.80,15437.5
1069.20,16462.5
1069.60,16062.5
1070.00,16137.5
1070.40,16237.5
1070.80,15287.5
1071.20,15587.5
1071.60,15800.0
1072.00,15862.5
1072.40,16200.0
1072.80,15450.0
1073.20,15525.0
1073.60,14762.5
1074.00,16275.0
1074.40,15475.0
1074.80,15337.5
1075.20,14862.5
1075.60,16362.5
1076.00,15487.5
1076.40,15550.0
1076.80,16387.5
1077.20,14962.5
1077.60,15650.0
1078.00,15787.5
1078.40,15225.0
1078.80,15275.0
1079.20,15150.0
1079.60,15012.5
1080.00,15487.5
1080.40,16112.5
1080.80,15550.0
1081.20,16375.0
1081.60,15550.0
1082.00,14437.5
1082.40,16037.5
1082.80,15025.0
1083.20,15737.5
1083.60,15712.5
1084.00,16000.0
1084.40,15937.5
1084.80,15862.5
1085.20,15587.5
1085.60,15925.0
1086.00,15300.0
1086.40,15937.5
1086.80,15200.0
1087.20,15137.5
1087.60,15175.0
1088.00,15100.0
1088.40,14750.0
1088.80,15300.0
1089.20,14450.0
1089.60,15550.0
1090.00,15162.5
1090.40,15175.0
1090.80,15175.0
1091.20,15562.5
1091.60,15200.0
1092.00,15325.0
1092.40,15112.5
1092.80,15762.5
1093.20,16062.5
1093.60,15175.0
1094.00,15987.5
1094.40,14800.0
1094.80,15425.0
1095.20,15062.5
1095.60,15125.0
1096.00,15287.5
1096.40,14700.0
1096.80,15375.0
1097.20,13937.5
1097.60,14975.0
1098.00,14637.5
1098.40,15625.0
1098.80,15112.5
1099.20,15537.5
1099.60,14462.5
1100.00,14937.5
